iter	MultiCrossEntropy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9	F1:class=10	F1:class=11	F1:class=12	F1:class=13	F1:class=14	F1:class=15
767	0.1513553185	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527	0.8783519527
768	0.1513446891	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262	0.8783838262
769	0.1513352439	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996	0.8784213996
770	0.151325442	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828	0.8784316828
771	0.1513132859	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438	0.8784378438
772	0.1512937676	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756	0.8784465756
773	0.1512733933	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526	0.8784467526
774	0.1512617937	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194	0.8784630194
775	0.1512485247	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132
776	0.1512420472	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132	0.878465132
777	0.1512333296	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055	0.878458055
778	0.151225625	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393	0.878464393
779	0.151219547	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562	0.8784749562
780	0.1512091744	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859	0.8784917859
781	0.1512034387	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213	0.8784868213
782	0.1511920103	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222	0.8785037222
783	0.1511775	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158	0.8785161158
784	0.1511672986	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115	0.8785273115
785	0.1511501916	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261	0.8785689261
786	0.1511360523	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677	0.8785809677
787	0.1511174758	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355	0.8786004355
788	0.1511045207	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476	0.8786420476
789	0.1510963881	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796	0.8786507796
790	0.1510840465	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939	0.8786484939
791	0.1510704494	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114	0.878655114
792	0.1510626022	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317	0.8786661317
793	0.1510362354	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472	0.8786783472
794	0.1510201557	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063	0.8786776063
795	0.1510064159	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994	0.8786843994
796	0.1509890521	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292	0.8786705292
797	0.1509804059	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412	0.8786726412
798	0.1509720878	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896	0.8786975896
799	0.1509652821	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584	0.8787001584
800	0.1509568213	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252	0.8787039252
801	0.1509458352	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158	0.878698158
802	0.1509333224	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834	0.8787842834
803	0.1509167861	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546	0.8787844546
804	0.1509080971	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646	0.8787877646
805	0.1509025755	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965	0.8788174965
806	0.1508839276	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637	0.8788099637
807	0.1508722138	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421	0.8788259421
808	0.1508591874	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501	0.8788203501
809	0.1508522105	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618	0.8788903618
810	0.150849785	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051	0.8789000051
811	0.1508403825	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736	0.8789736
812	0.1508295819	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477	0.8789606477
813	0.1508151858	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813	0.8790106813
814	0.1508042852	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677	0.8790198677
815	0.1507905454	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213	0.8790292213
816	0.1507859655	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456	0.8790221456
817	0.1507798018	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878	0.8790305878
818	0.1507619815	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716	0.8790486716
819	0.1507484985	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821	0.8790507821
820	0.1507338883	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484	0.8790521484
821	0.1507128577	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345	0.8790613345
822	0.1507052958	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247	0.8790568247
823	0.1506919983	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125	0.8790600125
824	0.1506852212	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413	0.8790716413
825	0.1506623358	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066	0.8790754066
826	0.1506541318	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985	0.8790955985
827	0.1506384231	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635	0.8791005635
828	0.1506265951	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341	0.8790882341
829	0.1506119993	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853	0.8790975853
830	0.1506001285	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999	0.8790895999
831	0.1505738759	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014	0.8791342014
832	0.1505676695	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714	0.8791501714
833	0.1505511189	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687	0.8791863687
834	0.1505056905	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199	0.879228199
835	0.1504856444	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006	0.8793021006
836	0.1504767413	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665	0.8793563665
837	0.1504648421	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068	0.8793672068
838	0.1504587498	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794	0.8793620794
839	0.150447464	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377	0.8793955377
840	0.150437762	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706	0.8793795706
841	0.1504077427	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952	0.8794093952
842	0.1503965711	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668	0.8794238668
843	0.1503771527	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403	0.879457403
844	0.1503696907	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759	0.8794730759
845	0.1503601171	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981	0.8794796981
846	0.1503440659	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981	0.8794906981
847	0.150336076	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562	0.8795128562
848	0.1503297696	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671	0.8795393671
849	0.1503190689	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057	0.8795612057
850	0.1503117638	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962	0.8795468962
851	0.1502999073	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899	0.8795581899
852	0.1502947995	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431	0.8795613431
853	0.1502734978	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926	0.8795715926
854	0.1502558201	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172	0.8795767172
855	0.1502286829	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601	0.8795384601
856	0.1502116758	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077	0.8795651077
857	0.1501998764	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523	0.8795607523
858	0.1501920291	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415	0.8795723415
859	0.1501807434	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374	0.8796065374
860	0.1501738378	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019	0.8796103019
861	0.1501635651	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986	0.8796334986
862	0.1501503674	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068	0.879661068
863	0.150137983	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036	0.8796829036
864	0.1501231018	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377	0.8796913377
865	0.1501090909	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833	0.879700833
866	0.1501020712	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283	0.8797148283
867	0.1500978765	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471	0.8797053471
868	0.1500684565	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668	0.8797107668
869	0.1500525623	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646	0.8797229646
870	0.1500324876	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819	0.8797405819
871	0.1500210591	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164	0.879785164
872	0.1500141393	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462	0.8798059462
873	0.1500044515	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924	0.8798057924
874	0.1499871876	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565	0.8798357565
875	0.1499712363	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735	0.8798286735
876	0.1499571683	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143	0.8798258143
877	0.1499437995	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936	0.8798206936
878	0.1499306732	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445	0.8798610445
879	0.1499087437	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192	0.8798812192
880	0.1498592205	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718	0.8798813718
881	0.1498457518	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722	0.8798810722
882	0.1498377761	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558	0.8798896558
