iter	MultiCrossEntropy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9	F1:class=10	F1:class=11	F1:class=12	F1:class=13	F1:class=14	F1:class=15
213	0.1689519167	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566	0.8541175566
214	0.1688975995	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799	0.8542746799
215	0.1688404002	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387	0.85444387
216	0.1687854981	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766	0.8546947766
217	0.168719353	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834	0.8547194834
218	0.1686515671	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136	0.8547763136
219	0.1685988621	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751	0.8547487751
220	0.1684891006	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025	0.8551496025
221	0.168378483	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765	0.8554875765
222	0.1682868272	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493	0.8555694493
223	0.1681997514	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007	0.8563330007
224	0.1681024884	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142	0.8566084142
225	0.1680447898	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234	0.8568831234
226	0.167953776	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477	0.856875477
227	0.1678874454	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013	0.8568810013
228	0.1678404048	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055	0.8569736055
229	0.1677752441	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839	0.8571132839
230	0.1677296017	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634	0.8572096634
231	0.1676598041	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784	0.8572315784
232	0.1675948717	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616	0.8573459616
233	0.1675414962	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971	0.8575610971
234	0.1675075676	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684	0.8575358684
235	0.1674616256	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918	0.8576999918
236	0.167422903	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428	0.8577972428
237	0.1673557734	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187	0.8579154187
238	0.1672944793	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334	0.8580274334
239	0.1672357819	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539	0.8581678539
240	0.1671646574	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992	0.8581584992
241	0.1671168891	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213	0.858149213
242	0.1670648262	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263	0.8581410263
243	0.1670238921	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565	0.8581229565
244	0.1669785208	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552	0.8581169552
245	0.1669425376	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056	0.858124056
246	0.1669022599	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626	0.8583263626
247	0.1668608978	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715	0.8583235715
248	0.1668290095	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908	0.858387908
249	0.166791414	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449	0.8584059449
250	0.1667069064	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212	0.8585748212
251	0.1666667713	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875	0.8586751875
252	0.1666010399	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313	0.8587197313
253	0.1665361361	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004	0.8588310004
254	0.166478623	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714	0.8589061714
255	0.1664307691	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151	0.8590965151
256	0.1663497855	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317	0.8591972317
257	0.1663023168	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415	0.8593637415
258	0.1662269263	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854	0.8594017854
259	0.1661903866	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508	0.8595350508
260	0.16615379	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747	0.8596883747
261	0.1660965479	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469	0.8597940469
262	0.1660453268	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168	0.8599180168
263	0.1660048493	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362	0.8600555362
264	0.1659603911	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547	0.860144547
265	0.165910925	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328	0.8602034328
266	0.1658599179	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539	0.8603955539
267	0.1657813028	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222	0.8604140222
268	0.165744007	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858	0.8604945858
269	0.1657066541	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663	0.8605298663
270	0.1656726399	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414	0.8605568414
271	0.1656291234	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913	0.86063913
272	0.1655601675	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039	0.8607007039
273	0.1655103732	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156	0.8607475156
274	0.1654640745	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916	0.8609668916
275	0.1653840469	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299	0.86109299
276	0.165343655	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246	0.8611708246
277	0.1652746991	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073	0.8612893073
278	0.1651482587	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913	0.8613074913
279	0.1651045709	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802	0.8614372802
280	0.1650739239	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983	0.8615153983
281	0.1650296512	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008	0.8617187008
282	0.165005125	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518	0.861812518
283	0.1649623789	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373	0.8618785373
284	0.1649206886	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772	0.8620033772
285	0.1648544722	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192	0.8619680192
286	0.1648219989	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865	0.8620142865
287	0.1647763565	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233	0.8623115233
288	0.1647166175	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819	0.8625183819
289	0.1645998078	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667	0.8624394667
290	0.1645705447	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404	0.8625477404
291	0.1645105775	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331	0.8626416331
292	0.1644605264	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057	0.8626916057
293	0.1644080069	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361	0.8627417361
294	0.1643578416	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098	0.8627294098
295	0.1643269235	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263	0.8627506263
296	0.1642852903	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651	0.8627596651
297	0.1642286332	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361	0.8627857361
298	0.1641867147	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732	0.8628508732
299	0.1641425847	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083	0.8628897083
300	0.1641060736	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446	0.8628863446
301	0.1640014913	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994	0.8629582994
302	0.163964224	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892	0.8630337892
303	0.1639264146	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518	0.8630537518
304	0.1638585859	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142	0.8631493142
305	0.1637770887	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248	0.8631855248
306	0.1637484676	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478	0.8632267478
307	0.1636860607	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014	0.863238014
308	0.1635537419	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467	0.8632429467
309	0.1634723161	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058	0.8633128058
310	0.1633737547	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549	0.8633802549
311	0.1632998622	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898	0.8634167898
312	0.1632285665	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666	0.863504666
313	0.1631029963	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353	0.86350353
314	0.1630511332	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786	0.8635755786
315	0.1630241102	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861	0.863569861
316	0.1629852734	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942	0.8635870942
317	0.1629426415	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911	0.8635812911
318	0.1628602455	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619	0.8636137619
319	0.1628224503	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676	0.8636188676
320	0.1627946425	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391	0.8638264391
321	0.1627306661	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969	0.8638775969
322	0.1626541056	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163	0.8638588163
323	0.1626233872	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684	0.8639615684
324	0.1625980477	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527	0.8640516527
325	0.162573921	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373	0.8641216373
326	0.162538637	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288	0.8641999288
327	0.1624795116	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224	0.8642205224
328	0.1624408175	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188	0.8642379188
